News,Tag,NewsLink,Extracted_tokens
Video shows how American soldiers spread coronavirus during 7th CISM Military World Game in Wuhan.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-how-american-soldiers-spread-coronavirus-during-7th-cism-military-world-game-in-wuhan,"['show', 'soldier', 'spread', 'cism', 'military', 'world', 'game', 'wuhan']"
Posts circulating on social media claim that Ugandan and Kenyan authorities have instructed landlords to stop collecting rent due to the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=posts-circulating-on-social-media-claim-that-ugandan-and-kenyan-authorities-have-instructed-landlords-to-stop-collecting-rent-due-to-the-novel-coronavirus,"['author', 'landlord', 'ugandan', 'kenyan', 'instructed', 'stop', 'collecting', 'novel']"
You no longer need to have contact with someone to get the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=you-no-longer-need-to-have-contact-with-someone-to-get-the-coronavirus,"['need', 'contact', 'someone', 'get']"
Ibuprofen aggravates patients with the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=ibuprofen-aggravates-patients-with-the-new-coronavirus,"['patient', 'ibuprofen', 'aggravates']"
The coronavirus was created in a biological laboratory in Wuhan.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-created-in-a-biological-laboratory-in-wuhan,"['laboratory', 'wuhan']"
China recognizes Palestinian doctor as discoverer of Corona Covid-19 virus vaccine,FALSE,https://www.poynter.org/?ifcn_misinformation=china-recognizes-palestinian-doctor-as-discoverer-of-corona-covid-19-virus-vaccine,"['china', 'doctor', 'discoverer', 'virus', 'vaccine', 'recognizes']"
The recommendations against coronavirus in the viral WhatsApp audio were made by the owner of Swiss Medical (private health insurence company).,FALSE,https://www.poynter.org/?ifcn_misinformation=the-recommendations-against-coronavirus-in-the-viral-whatsapp-audio-were-made-by-the-owner-of-swiss-medical-private-health-insurence-company,"['recommend', 'made', 'owner', 'swiss', 'medical', 'health', 'insurence', 'company']"
5G technology caused the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-caused-the-coronavirus,"['technology', 'caused']"
Cristiano Ronaldo bought private island to escape coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-bought-private-island-to-escape-coronavirus,"['cristiano', 'ronaldo', 'bought', 'island', 'escape']"
An audio broadcast on Whatsapp indicates that garlic helps to overcome diseases such as the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-audio-broadcast-on-whatsapp-indicates-that-garlic-helps-to-overcome-diseases-such-as-the-coronavirus,"['diseas', 'broadcast', 'indicates', 'help']"
Polish charity organisation WOSP has withdrawn and donation to coronavirus fight in Poland.,FALSE,https://www.poynter.org/?ifcn_misinformation=polish-charity-organisation-wosp-has-withdrawn-and-donation-to-coronavirus-fight-in-poland,"['charity', 'organisation', 'wosp', 'withdrawn', 'donation', 'fight', 'poland']"
Obama family flown to private island to escape coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=obama-family-flown-to-private-island-to-escape-coronavirus-pandemic,"['obama', 'family', 'island', 'escape', 'pandemic']"
"Agnès Buzyn, former french minister of Health, took chloroquine out of a list of drugs that could be sold over the counter when the coronavirus started to spread.",FALSE,https://www.poynter.org/?ifcn_misinformation=agnes-buzyn-former-french-minister-of-health-took-chloroquine-out-of-a-list-of-drugs-that-could-be-sold-over-the-counter-when-the-coronavirus-started-to-spread,"['drug', 'agnès', 'buzyn', 'minister', 'health', 'took', 'list', 'sold', 'started', 'spread']"
"A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID-19, has been shared on Facebook, Twitter and WhatsApp.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-screenshot-of-a-purported-internal-email-disclosing-that-a-bank-in-the-pakistani-city-of-rawalpindi-was-closed-after-an-employee-tested-positive-for-the-novel-coronavirus-covid-19-has-been-shared,"['purported', 'email', 'disclosing', 'bank', 'pakistani', 'city', 'rawalpindi', 'closed', 'employee', 'tested', 'novel', 'shared', 'facebook', 'twitter']"
Netflix is offering free access to anyone in Brazil during the coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=netflix-is-offering-free-access-to-anyone-in-brazil-during-the-coronavirus-crisis,"['netflix', 'offering', 'access', 'anyone', 'brazil', 'crisis']"
The Army is requisitioning coronavirus protection material in Catalonia.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-army-is-requisitioning-coronavirus-protection-material-in-catalonia,"['army', 'requisitioning', 'protection', 'material', 'catalonia']"
"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we’ve been making.",FALSE,https://www.poynter.org/?ifcn_misinformation=if-we-want-to-protect-ourselves-from-the-coronavirus-we-must-back-away-from-all-the-climate-change-efforts-weve-been-making,"['effort', 'protect', 'back', 'climate', 'change', 'making']"
"Maracaibo in Venezuela is the safest city to avoid coronavirus because it´s too hot, said Unicef.",FALSE,https://www.poynter.org/?ifcn_misinformation=maracaibo-in-venezuela-is-the-safest-city-to-avoid-coronavirus-because-its-too-hot-said-unicef,"['maracaibo', 'venezuela', 'city', 'avoid', 'hot', 'said', 'unicef']"
"Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-can-be-cured-by-sniffing-clove-and-camphor-and-by-drinking-water-the-virus-will-go-to-the-stomach-and-the-acid-in-the-stomach-will-kill-the-virus,"['cured', 'sniffing', 'clove', 'camphor', 'drinking', 'water', 'virus', 'stomach', 'stomach', 'kill', 'virus']"
Facebook post claiming that French animal shelters “are overwhelmed by the abandonment of dogs and cats due to the coronavirus”.,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-post-claiming-that-french-animal-shelters-are-overwhelmed-by-the-abandonment-of-dogs-and-cats-due-to-the-coronavirus,"['shelter', 'dog', 'cat', 'facebook', 'french', 'animal', 'overwhelmed']"
New coronavirus is being spread via Coca-Cola.,FALSE,https://www.poynter.org/?ifcn_misinformation=new-coronavirus-is-being-spread-via-coca-cola,"['new', 'spread']"
The People In This Video Are Falling Because Of Infection With Corona Virus,Misleading,https://www.poynter.org/?ifcn_misinformation=the-people-in-this-video-are-falling-because-of-infection-with-corona-virus,"['peopl', 'falling', 'infection', 'virus']"
"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media.",misleading,https://www.poynter.org/?ifcn_misinformation=as-the-us-government-moved-to-approve-a-2-trillion-stimulus-package-to-address-the-impact-of-the-novel-coronavirus-outbreak-a-short-block-of-text-outlining-canadas-alleged-response-to-the-o,"['government', 'moved', 'package', 'impact', 'block', 'outlining', 'canada', 'alleged', 'response', 'outbreak', 'flourished']"
Chinese intelligence officer terms the Novel coronavirus as a biological weapon invented by China.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-intelligence-officer-terms-the-novel-coronavirus-as-a-biological-weapon-invented-by-china,"['term', 'intelligence', 'officer', 'novel', 'weapon', 'invented', 'china']"
"New coronavirus can survive 9 days on the road; you should keep your shoes out, a doctor from Milan says.",FALSE,https://www.poynter.org/?ifcn_misinformation=new-coronavirus-can-survive-9-days-on-the-road-you-should-keep-your-shoes-out-a-doctor-from-milan-says,"['day', 'shoe', 'new', 'road', 'keep', 'doctor', 'milan', 'say']"
"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that’s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",FALSE,https://www.poynter.org/?ifcn_misinformation=china-is-to-blame-because-the-culture-where-people-eat-bats-and-snakes-and-dogs-and-things-like-that-these-viruses-are-transmitted-from-the-animal-to-the-people-and-thats-why-china-has-been,"['peopl', 'bat', 'snake', 'dog', 'thing', 'virus', 'peopl', 'virus', 'china', 'culture', 'transmitted', 'china', 'source', 'lot', 'sars', 'mers', 'swine', 'flu']"
Coronavirus phase 4 involves war code.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-phase-4-involves-war-code,"['phase', 'war', 'code', 'involves']"
Worst affected countries for coronavirus are along the same latitude.,FALSE,https://www.poynter.org/?ifcn_misinformation=worst-affected-countries-for-coronavirus-are-along-the-same-latitude,"['countri', 'worst', 'affected', 'latitude']"
Helicopters of the Argentine Air Force will spray disinfectant against the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=helicopters-of-the-argentine-air-force-will-spray-disinfectant-against-the-coronavirus,"['helicopt', 'argentine', 'air', 'force', 'spray', 'disinfectant']"
"COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump.",FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-no-worse-than-other-outbreaks-that-have-occurred-in-every-election-year-suggesting-that-the-new-coronavirus-is-being-hyped-to-hurt-president-donald-tru,"['outbreak', 'occurred', 'election', 'year', 'suggesting', 'hyped', 'hurt', 'president', 'donald', 'trump']"
Novel The Eye of Darkness Predicts Corona as Biological Weapon from China,FALSE,https://www.poynter.org/?ifcn_misinformation=novel-the-eye-of-darkness-predicts-corona-as-biological-weapon-from-china,"['novel', 'eye', 'darkness', 'predicts', 'biological', 'weapon', 'china']"
"A message shared on WhatsApp and Facebook claims that 15 coronavirus cases were linked to Burnaby’s Metrotown mall, in the western Canadian province of British Columbia.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-message-shared-on-whatsapp-and-facebook-claims-that-15-coronavirus-cases-were-linked-to-burnabys-metrotown-mall-in-the-western-canadian-province-of-british-columbia,"['case', 'shared', 'facebook', 'linked', 'burnaby', 'metrotown', 'mall', 'province', 'british', 'columbia']"
Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train.,Misleading,https://www.poynter.org/?ifcn_misinformation=claim-that-an-american-soldier-was-intentionally-spreading-the-novel-coronavirus-in-wuhan-during-the-seventh-cism-military-world-games-in-october-2019-with-a-video-clip-of-a-man-purportedly-smearing-s,"['american', 'soldier', 'spreading', 'wuhan', 'cism', 'military', 'world', 'games', 'october', 'clip', 'man', 'smearing', 'handrail', 'train']"
Clorox Already Knew About coronavirus And coronavirus Isn’t New Virus.,Misleading,https://www.poynter.org/?ifcn_misinformation=clorox-already-knew-about-coronavirus-and-coronavirus-isnt-new-virus,"['clorox', 'already', 'knew', 'new', 'virus']"
"A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-fire-erupting-inside-a-vehicle-has-been-viewed-hundreds-of-times-on-facebook-twitter-and-on-messaging-app-line-in-march-2020-alongside-a-claim-it-shows-an-explosion-that-was-sparked-by-a,"['hundr', 'time', 'fire', 'erupting', 'vehicle', 'viewed', 'facebook', 'twitter', 'messaging', 'line', 'march', 'alongside', 'explosion', 'sparked', 'disinfectant', 'used', 'show']"
Five Helicopters will spray disinfectants into the air to eradicate the coronaviruses.,FALSE,https://www.poynter.org/?ifcn_misinformation=five-helicopters-will-spray-disinfectants-into-the-air-to-eradicate-the-coronaviruses,"['helicopt', 'disinfect', 'air']"
Stopping breathing for 10 seconds will help you detect the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=stopping-breathing-for-10-seconds-will-help-you-detect-the-coronavirus,"['second', 'stopping', 'breathing', 'detect']"
"This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=this-video-shows-a-brawl-this-week-which-took-place-in-a-supermarket-in-aubervilliers-in-france-because-of-coronavirus,"['aubervilli', 'brawl', 'week', 'took', 'place', 'supermarket', 'france', 'show']"
Helicopters are going to spread ‘medicines’ againts the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=helicopters-are-going-to-spread-medicines-againts-the-coronavirus,"['helicopt', 'medicin', 'againt', 'going']"
"The Social Security System (SSS) in the Philippines “approved financial aid worth P20,000 for every member,” to assist those affected by the novel coronavirus pandemic.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-social-security-system-sss-in-the-philippines-approved-financial-aid-worth-p20000-for-every-member-to-assist-those-affected-by-the-novel-coronavirus-pandemic,"['security', 'system', 'sss', 'philippines', 'approved', 'aid', 'worth', 'member', 'assist', 'affected']"
Claim that the coronavirus was created and patented in a French institute (Institut Pasteur).,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-the-coronavirus-was-created-and-patented-in-a-french-institute-institut-pasteur,"['created', 'institute', 'institut', 'pasteur']"
A photo shows coffins of people who died because of coronavirus in Italy – it shows that the virus is dangerous and you should stay inside.,Mostly false,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-coffins-of-people-who-died-because-of-coronavirus-in-italy-it-shows-that-the-virus-is-dangerous-and-you-should-stay-inside,"['coffin', 'peopl', 'show', 'photo', 'died', 'italy', 'stay', 'show']"
China has successfully tested an anti-coronavirus serum made in Egypt and presented in Beijing by the Egyptian Minister of Health.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-has-successfully-tested-an-anti-coronavirus-serum-made-in-egypt-and-presented-in-beijing-by-the-egyptian-minister-of-health,"['china', 'tested', 'serum', 'made', 'egypt', 'presented', 'beijing', 'minister', 'health']"
Kitchen foods plus morning sunshine can prevent and cure coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=kitchen-foods-plus-morning-sunshine-can-prevent-and-cure-coronavirus,"['food', 'kitchen', 'morning', 'prevent', 'cure']"
5G Technology Believed To Have Caused coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-believed-to-have-caused-coronavirus,"['technology', 'believed', 'caused']"
“coronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace”.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-victims-are-buried-in-the-morning-this-wednesday-in-italy-rest-in-peace,"['victim', 'buried', 'morning', 'wednesday', 'italy', 'rest', 'peace']"
People with A-blood type are more prone to get coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=people-with-a-blood-type-are-more-prone-to-get-coronavirus,"['peopl', 'prone', 'get']"
France has suspended payment of rent and taxes for citizens due to coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=france-has-suspended-payment-of-rent-and-taxes-for-citizens-due-to-coronavirus-crisis,"['tax', 'citizen', 'france', 'suspended', 'payment', 'rent', 'crisis']"
"A claim that all fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus has been shared in multiple posts on Facebook, WhatsApp and Twitter.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-claim-that-all-fruit-and-vegetable-markets-in-the-indian-city-of-chennai-and-across-the-state-of-tamil-nadu-have-been-ordered-to-close-in-an-effort-to-curb-the-spread-of-the-novel-coronavirus-has-be,"['market', 'fruit', 'city', 'chennai', 'state', 'tamil', 'nadu', 'ordered', 'effort', 'curb', 'spread', 'novel', 'shared', 'facebook', 'twitter']"
Egyptian doctor has invented a fluid to treat coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=egyptian-doctor-has-invented-a-fluid-to-treat-coronavirus,"['doctor', 'invented', 'treat']"
"As coronavirus outbreak surges, PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the ‘Swacch Bharat’ scheme.",FALSE,https://www.poynter.org/?ifcn_misinformation=as-coronavirus-outbreak-surges-pm-narendra-modi-has-decided-to-facilitate-fellow-countrymen-with-free-masks-under-the-swacch-bharat-scheme,"['surg', 'countrymen', 'mask', 'pm', 'narendra', 'modi', 'decided', 'swacch', 'bharat', 'scheme']"
Some of Madrid hospitals close because they are “too full” because of the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=some-of-madrid-hospitals-close-because-they-are-too-full-because-of-the-coronavirus,"['hospit', 'madrid']"
Coronavirus patients develop lung fibrosis but you can diagnose holding your breath.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-develop-lung-fibrosis-but-you-can-diagnose-holding-your-breath,"['patient', 'develop', 'fibrosis', 'diagnose', 'holding', 'breath']"
Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff.,FALSE,https://www.poynter.org/?ifcn_misinformation=football-player-cristiano-ronaldo-turned-all-his-hotels-into-hospitals-to-help-coronavirus-patients-and-is-paying-doctors-and-the-staff,"['hotel', 'hospit', 'patient', 'doctor', 'football', 'player', 'cristiano', 'ronaldo', 'turned', 'paying', 'staff']"
"After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India.",FALSE,https://www.poynter.org/?ifcn_misinformation=after-husband-tested-positive-for-coronavirus-wife-fled-from-bangalore-to-agra-in-india,"['husband', 'tested', 'wife', 'fled', 'bangalore', 'agra', 'india']"
Ibuprofen enhances the coronavirus.,Unsustainable,https://www.poynter.org/?ifcn_misinformation=ibuprofen-enhances-the-coronavirus,"['enhanc', 'ibuprofen']"
Cristiano Ronaldo Turns Hotel into Hospital for Corona,FALSE,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-turns-hotel-into-hospital-for-corona,"['cristiano', 'ronaldo', 'turns', 'hotel', 'hospital']"
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar.,Mostly false,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-can-be-eliminated-by-drinking-lots-of-water-and-gargling-with-warm-water-mixed-with-salt-or-vinegar,"['lot', 'novel', 'eliminated', 'drinking', 'water', 'gargling', 'water', 'salt', 'vinegar']"
Chine finds a vaccine for the new coronavirus.,False,https://www.poynter.org/?ifcn_misinformation=chine-finds-a-vaccine-for-the-new-coronavirus,"['chine', 'find']"
Brazilian singer Preta Gil was singing in a carnival “bloco” while infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-singer-preta-gil-was-singing-in-a-carnival-bloco-while-infected-with-coronavirus,"['singer', 'preta', 'gil', 'singing', 'carnival', 'bloco', 'infected']"
Although Germany closes its borders refugees and migrants may still come in and they will not be medically checked for coronavirus.,Partially false,https://www.poynter.org/?ifcn_misinformation=although-germany-closes-its-borders-refugees-and-migrants-may-still-come-in-and-they-will-not-be-medically-checked-for-coronavirus,"['border', 'refuge', 'migrant', 'germany', 'come', 'checked', 'close']"
Three thousand Ecuadorians are infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=three-thousand-ecuadorians-are-infected-with-coronavirus,"['ecuadorian', 'infected']"
Claim that Russian supermarkets are imposing pre-filled trolleys with basic food in the midst of the coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-russian-supermarkets-are-imposing-pre-filled-trolleys-with-basic-food-in-the-midst-of-the-coronavirus-crisis,"['trolley', 'russian', 'imposing', 'food', 'midst', 'crisis', 'supermarket']"
Coronavirus will not be covered by private health insurance in Ecuador.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-will-not-be-covered-by-private-health-insurance-in-ecuador,"['covered', 'health', 'insurance', 'ecuador']"
Drinking water every 15 mins will protect people from coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-water-every-15-mins-will-protect-people-from-coronavirus,"['min', 'peopl', 'drinking', 'water']"
Tips for the new coronavirus: holding breath and drinking water.,FALSE,https://www.poynter.org/?ifcn_misinformation=tips-for-the-new-coronavirus-holding-breath-and-drinking-water,"['tips', 'holding', 'breath', 'drinking', 'water']"
"A “Spanish biological researcher” saying “You give the footballer €1 million euros a month &amp; a biological researcher €1,800 per month, and you are now looking for a Coronavirus treatment. Go to Cristiano Ronaldo or Messi &amp; they will get you a cure.” A quote published with a photo of this so-called “spanish biological researcher”.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-spanish-biological-researcher-saying-you-give-the-footballer-e1-million-euros-a-month-a-biological-researcher-e1800-per-month-and-you-are-now-looking-for-a-coronavirus-treatment-go-to-cristi,"['biological', 'researcher', 'month', 'researcher', 'month', 'looking', 'treatment', 'go', 'cristiano', 'ronaldo', 'messi', 'get', 'quote', 'published', 'biological', 'researcher', 'amp']"
This viral image of people lying on the street is related to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-viral-image-of-people-lying-on-the-street-is-related-to-coronavirus,"['peopl', 'image', 'lying', 'street', 'related']"
Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-lukewarm-water-mixed-with-salt-vinegar-will-remove-coronavirus,"['gargling', 'water', 'remove']"
China finds a vaccine for the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-finds-a-vaccine-for-the-new-coronavirus,"['china', 'find']"
Gargling with warm water and salt removes the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-water-and-salt-removes-the-coronavirus,"['remov', 'gargling', 'water', 'salt']"
A photo showing coffins and describing them as coffins of people who died because of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-showing-coffins-and-describing-them-as-coffins-of-people-who-died-because-of-coronavirus,"['coffin', 'coffin', 'peopl', 'photo', 'showing', 'describing', 'died']"
Coronil drops can help cure coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=coronil-drops-can-help-cure-coronavirus,"['coronil', 'help', 'cure', 'drop']"
"A graphic has been shared in multiple posts on Facebook alongside a claim it contains a quote from Philippine Vice President Leni Robredo that bats are the “enemy” in the novel coronavirus pandemic. The graphic is attributed to Inquirer.net, a Philippine media outlet.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-graphic-has-been-shared-in-multiple-posts-on-facebook-alongside-a-claim-it-contains-a-quote-from-philippine-vice-president-leni-robredo-that-bats-are-the-enemy-in-the-novel-coronavirus-pandemic-t,"['shared', 'facebook', 'philippine', 'vice', 'president', 'leni', 'robredo', 'philippine', 'outlet', 'contains', 'bat']"
Medical University in Vienna has published a study regarding ibuprofen and coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-university-in-vienna-has-published-a-study-regarding-ibuprofen-and-coronavirus,"['ibuprofen', 'medical', 'university', 'vienna', 'published', 'study', 'regarding']"
15 minutes in a sauna will kill the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=15-minutes-in-a-sauna-will-kill-the-coronavirus,"['minut', 'kill']"
A flyer said to offer official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the US state of Oregon is being shared on Facebook.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-flyer-said-to-offer-official-advice-about-the-novel-coronavirus-from-a-veterans-affairs-va-healthcare-system-in-the-us-state-of-oregon-is-being-shared-on-facebook,"['flyer', 'said', 'advice', 'novel', 'veterans', 'affairs', 'va', 'healthcare', 'system', 'us', 'state', 'oregon', 'shared', 'facebook']"
An image shows “Spanish biologist” who claimed that footballers which earn millions of euros should research the cure for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-shows-spanish-biologist-who-claimed-that-footballers-which-earn-millions-of-euros-should-research-the-cure-for-coronavirus,"['footbal', 'million', 'image', 'biologist', 'claimed', 'research', 'cure', 'show']"
5000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government.,FALSE,https://www.poynter.org/?ifcn_misinformation=5000-million-rupees-fund-allocated-by-telangana-cm-kcr-for-coronavirus-prevention-is-entirely-funded-by-central-government,"['rupees', 'fund', 'allocated', 'telangana', 'cm', 'kcr', 'prevention', 'government']"
Eating bananas prevents coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=eating-bananas-prevents-coronavirus,"['prevent', 'eating', 'bananas']"
Police have “free entry into houses and buildings” in Malaga to identify possible coronavirus infected people.,FALSE,https://www.poynter.org/?ifcn_misinformation=police-have-free-entry-into-houses-and-buildings-in-malaga-to-identify-possible-coronavirus-infected-people,"['hous', 'build', 'peopl', 'police', 'entry', 'malaga', 'identify']"
It is advisable to leave outside the shoes used on the street to prevent coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-advisable-to-leave-outside-the-shoes-used-on-the-street-to-prevent-coronavirus,"['shoe', 'outside', 'used', 'street', 'prevent']"
Police asked shops selling alcohol to restrict opening hours on St Patrick’s Day to lower the risk of house parties where coronavirus could be spread.,Misleading,https://www.poynter.org/?ifcn_misinformation=police-asked-shops-selling-alcohol-to-restrict-opening-hours-on-st-patricks-day-to-lower-the-risk-of-house-parties-where-coronavirus-could-be-spread,"['shop', 'hour', 'parti', 'police', 'asked', 'selling', 'alcohol', 'restrict', 'opening', 'st', 'patrick', 'day', 'risk', 'house', 'spread']"
Sweden has stopped fighting against the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=sweden-has-stopped-fighting-against-the-new-coronavirus,"['sweden', 'stopped', 'fighting']"
Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=oman-is-releasing-pesticides-in-the-air-through-helicopters-to-eliminate-coronavirus,"['pesticid', 'helicopt', 'oman', 'releasing', 'air']"
Italy has mandated no treatment of all elderly patients for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=italy-has-mandated-no-treatment-of-all-elderly-patients-for-coronavirus,"['patient', 'italy', 'mandated', 'treatment']"
Niño Jesús hospital is now “clean” of coronavirus to take care of children and young people in Madrid.,FALSE,https://www.poynter.org/?ifcn_misinformation=nino-jesus-hospital-is-now-clean-of-coronavirus-to-take-care-of-children-and-young-people-in-madrid,"['children', 'peopl', 'niño', 'jesús', 'take', 'care', 'madrid']"
"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",FALSE,https://www.poynter.org/?ifcn_misinformation=all-us-citizens-are-entitled-to-700-usd-per-week-to-stay-at-home-to-avoid-the-spread-of-covid-19-novel-coronavirus-starting-from-march-17,"['citizen', 'us', 'entitled', 'usd', 'week', 'home', 'avoid', 'spread', 'starting', 'march']"
"Coronavirus patients were being arrested in Punjab, India.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-were-being-arrested-in-punjab-india,"['patient', 'arrested', 'punjab', 'india']"
All U.S. Citizens Are Entitled To $700 Per Week To Stay At Home To Avoid Spread Of coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=all-u-s-citizens-are-entitled-to-700-per-week-to-stay-at-home-to-avoid-spread-of-coronavirus,"['citizen', 'entitled', 'per', 'week', 'stay', 'home', 'avoid', 'spread']"
Here are the measures that Mercadona will implement due to the coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=here-are-the-measures-that-mercadona-will-implement-due-to-the-coronavirus-crisis,"['mercadona', 'implement', 'crisis', 'measure']"
A dog vaccine can be used against coronavirus in people.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-dog-vaccine-can-be-used-against-coronavirus-in-people,"['peopl', 'dog', 'vaccine', 'used']"
Thailand CDC announces green chiretta can cure coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=thailand-cdc-announces-green-chiretta-can-cure-coronavirus,"['announc', 'thailand', 'cdc', 'chiretta', 'cure']"
List comparing diseases with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=list-comparing-diseases-with-coronavirus,"['diseas', 'list', 'comparing']"
Police has “free entry in houses and buildings” in Malaga to identify possible coronavirus infections.,FALSE,https://www.poynter.org/?ifcn_misinformation=police-has-free-entry-in-houses-and-buildings-in-malaga-to-identify-possible-coronavirus-infections,"['hous', 'build', 'infect', 'police', 'entry', 'malaga', 'identify']"
