News,Tag,NewsLink
A photo of coffins of dead people as a result of the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-of-coffins-of-dead-people-as-a-result-of-the-new-coronavirus
WhatsApp chain sent by a doctor at Vall d’Hebron Hospital (Barcelona) about coronavirus,Partially false,https://www.poynter.org/?ifcn_misinformation=whatsapp-chain-sent-by-a-doctor-at-vall-dhebron-hospital-barcelona-about-coronavirus
El País’ publishes that Renfe is proposing an ERTE for its employees due to the measures taken by the coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=el-pais-publishes-that-renfe-is-proposing-an-erte-for-its-employees-due-to-the-measures-taken-by-the-coronavirus
A Facebok post suggests that China has created the new coronavirus in order to kill 1% of its population.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebok-post-suggests-that-china-has-created-the-new-coronavirus-in-order-to-kill-1-of-its-population
People with type A blood are more prone to get the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=people-with-type-a-blood-are-more-prone-to-get-the-new-coronavirus
MIlitary planes are going to fumigate the region of Comunidad Valenciana to disinfect from coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=military-planes-are-going-to-fumigate-the-region-of-comunidad-valenciana-to-disinfect-from-coronavirus
“Fish tank additive may treat coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=fish-tank-additive-may-treat-coronavirus
The video of the American Army that Distributes Corona to China,Misleading,https://www.poynter.org/?ifcn_misinformation=the-video-of-the-american-army-that-distributes-corona-to-china
This picture show dozens of coffins in Italy because of the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-picture-show-dozens-of-coffins-in-italy-because-of-the-coronavirus
Fox News won Pulitzer for coronavirus coverage.,FALSE,https://www.poynter.org/?ifcn_misinformation=fox-news-won-pulitzer-for-coronavirus-coverage
"A post has been shared tens of thousands of times on Facebook and Twitter which claims that a factory in the Australian city of Melbourne has been hoarding essential supplies including baby formula, toilet paper and hand sanitiser for export to China during the novel coronavirus pandemic.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-has-been-shared-tens-of-thousands-of-times-on-facebook-and-twitter-which-claims-that-a-factory-in-the-australian-city-of-melbourne-has-been-hoarding-essential-supplies-including-baby-formula-t
A WhatsApp message resembling an Nigerian CDC circular says Nigeria has not placed a travel ban or provided quarantine measures for travellers from countries with coronavirus cases.,MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-resembling-an-nigerian-cdc-circular-says-nigeria-has-not-placed-a-travel-ban-or-provided-quarantine-measures-for-travellers-from-countries-with-coronavirus-cases
8 coronavirus patients in Ghana have recovered.,FALSE,https://www.poynter.org/?ifcn_misinformation=8-coronavirus-patients-in-ghana-have-recovered
A WhatsApp forward is doing the rounds which claims that Prime Minister Narendra Modi called for a 14-hour long ‘Janta Curfew’ on 22 March from 7 am to 9 pm because the lifespan of the coronavirus at one place is only 12 hours and if we all follow the Janta Curfew religiously then the chain will be broken,Misleading,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-forward-is-doing-the-rounds-which-claims-that-prime-minister-narendra-modi-called-for-a-14-hour-long-janta-curfew-on-22-march-from-7-am-to-9-pm-because-the-lifespan-of-the
Persons with blood type A are more prone to coronavirus.,Unproven,https://www.poynter.org/?ifcn_misinformation=persons-with-blood-type-a-are-more-prone-to-coronavirus
"President Rodrigo Duterte said COVID-19, the disease caused by the novel coronavirus, is only transmitted through contact with other people.",FALSE,https://www.poynter.org/?ifcn_misinformation=president-rodrigo-duterte-said-covid-19-the-disease-caused-by-the-novel-coronavirus-is-only-transmitted-through-contact-with-other-people
The French Education Minister has postponed the summer holidays because of the coronavirus oubreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-french-education-minister-has-postponed-the-summer-holidays-because-of-the-coronavirus-oubreak
This graph compares coronavirus deaths with other diseases.,Misleading,https://www.poynter.org/?ifcn_misinformation=this-graph-compares-coronavirus-deaths-with-other-diseases
For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.”,MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=for-coronavirus-cases-in-the-u-s-38-of-those-hospitalized-are-under-35
An audio shared on WhatsApp indicates that the coronavirus “is a psychosocial” and “a political war”.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-audio-shared-on-whatsapp-indicates-that-the-coronavirus-is-a-psychosocial-and-a-political-war
Cuba has the vaccine against the coronavirus called Interferón.,FALSE,https://www.poynter.org/?ifcn_misinformation=cuba-has-the-vaccine-against-the-coronavirus-called-interferon
"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was “ready” to be administered.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-us-president-donald-trump-and-a-top-us-pharmaceutical-executive-speaking-at-a-press-conference-has-been-viewed-thousands-of-times-in-multiple-facebook-twitter-and-youtube-posts-alongside-a
"A purported advisory has been shared repeatedly in multiple Facebook, Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus, COVID-19. The posts urge residents to remain indoors during the spraying.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-purported-advisory-has-been-shared-repeatedly-in-multiple-facebook-twitter-and-whatsapp-posts-that-claims-a-disinfectant-will-be-sprayed-into-the-air-overnight-in-india-in-an-effort-to-kill-the-nov
Sitting in the sunlight will help cure coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=sitting-in-the-sunlight-will-help-cure-coronavirus
"A man claims his dog was vaccinated for coronavirus, thus the SARS-Cov-2 is not really a new virus.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-man-claims-his-dog-was-vaccinated-for-coronavirus-thus-the-sars-cov-2-is-not-really-a-new-virus
“Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=huge-results-from-breaking-chloroquine-study-show-100-cure-rate-for-patients-infected-with-the-coronavirus
Coronavirus stays in throat for four days before arriving lungs. Gargling with salt water or vinegar kills coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-stays-in-throat-for-four-days-before-arriving-lungs-gargling-with-salt-water-or-vinegar-kills-coronavirus
Giant hornets migrated to Europe due to the outbreak of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=giant-hornets-migrated-to-europe-due-to-the-outbreak-of-coronavirus
"The RDC government canceled every future exams for pupils, because of coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-rdc-government-canceled-every-future-exams-for-pupils-because-of-coronavirus
Video shows how American soldiers spread coronavirus during 7th CISM Military World Game in Wuhan.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-how-american-soldiers-spread-coronavirus-during-7th-cism-military-world-game-in-wuhan
Posts circulating on social media claim that Ugandan and Kenyan authorities have instructed landlords to stop collecting rent due to the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=posts-circulating-on-social-media-claim-that-ugandan-and-kenyan-authorities-have-instructed-landlords-to-stop-collecting-rent-due-to-the-novel-coronavirus
You no longer need to have contact with someone to get the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=you-no-longer-need-to-have-contact-with-someone-to-get-the-coronavirus
Ibuprofen aggravates patients with the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=ibuprofen-aggravates-patients-with-the-new-coronavirus
The coronavirus was created in a biological laboratory in Wuhan.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-created-in-a-biological-laboratory-in-wuhan
China recognizes Palestinian doctor as discoverer of Corona Covid-19 virus vaccine,FALSE,https://www.poynter.org/?ifcn_misinformation=china-recognizes-palestinian-doctor-as-discoverer-of-corona-covid-19-virus-vaccine
The recommendations against coronavirus in the viral WhatsApp audio were made by the owner of Swiss Medical (private health insurence company).,FALSE,https://www.poynter.org/?ifcn_misinformation=the-recommendations-against-coronavirus-in-the-viral-whatsapp-audio-were-made-by-the-owner-of-swiss-medical-private-health-insurence-company
5G technology caused the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-caused-the-coronavirus
Cristiano Ronaldo bought private island to escape coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-bought-private-island-to-escape-coronavirus
An audio broadcast on Whatsapp indicates that garlic helps to overcome diseases such as the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-audio-broadcast-on-whatsapp-indicates-that-garlic-helps-to-overcome-diseases-such-as-the-coronavirus
Polish charity organisation WOSP has withdrawn and donation to coronavirus fight in Poland.,FALSE,https://www.poynter.org/?ifcn_misinformation=polish-charity-organisation-wosp-has-withdrawn-and-donation-to-coronavirus-fight-in-poland
Obama family flown to private island to escape coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=obama-family-flown-to-private-island-to-escape-coronavirus-pandemic
"Agnès Buzyn, former french minister of Health, took chloroquine out of a list of drugs that could be sold over the counter when the coronavirus started to spread.",FALSE,https://www.poynter.org/?ifcn_misinformation=agnes-buzyn-former-french-minister-of-health-took-chloroquine-out-of-a-list-of-drugs-that-could-be-sold-over-the-counter-when-the-coronavirus-started-to-spread
"Donald Trump said about coronavirus, “People are dying who have never died before.”",(Org. doesn't apply rating),https://www.poynter.org/?ifcn_misinformation=donald-trump-said-about-coronavirus-people-are-dying-who-have-never-died-before
"A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID-19, has been shared on Facebook, Twitter and WhatsApp.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-screenshot-of-a-purported-internal-email-disclosing-that-a-bank-in-the-pakistani-city-of-rawalpindi-was-closed-after-an-employee-tested-positive-for-the-novel-coronavirus-covid-19-has-been-shared
Netflix is offering free access to anyone in Brazil during the coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=netflix-is-offering-free-access-to-anyone-in-brazil-during-the-coronavirus-crisis
The Army is requisitioning coronavirus protection material in Catalonia.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-army-is-requisitioning-coronavirus-protection-material-in-catalonia
"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we’ve been making.",FALSE,https://www.poynter.org/?ifcn_misinformation=if-we-want-to-protect-ourselves-from-the-coronavirus-we-must-back-away-from-all-the-climate-change-efforts-weve-been-making
"The coronavirus “snuck up on us,” adding that it is “a very unforeseen thing.”",PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-snuck-up-on-us-adding-that-it-is-a-very-unforeseen-thing
"Maracaibo in Venezuela is the safest city to avoid coronavirus because it´s too hot, said Unicef.",FALSE,https://www.poynter.org/?ifcn_misinformation=maracaibo-in-venezuela-is-the-safest-city-to-avoid-coronavirus-because-its-too-hot-said-unicef
"Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-can-be-cured-by-sniffing-clove-and-camphor-and-by-drinking-water-the-virus-will-go-to-the-stomach-and-the-acid-in-the-stomach-will-kill-the-virus
Facebook post claiming that French animal shelters “are overwhelmed by the abandonment of dogs and cats due to the coronavirus”.,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-post-claiming-that-french-animal-shelters-are-overwhelmed-by-the-abandonment-of-dogs-and-cats-due-to-the-coronavirus
New coronavirus is being spread via Coca-Cola.,FALSE,https://www.poynter.org/?ifcn_misinformation=new-coronavirus-is-being-spread-via-coca-cola
The People In This Video Are Falling Because Of Infection With Corona Virus,Misleading,https://www.poynter.org/?ifcn_misinformation=the-people-in-this-video-are-falling-because-of-infection-with-corona-virus
"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media.",misleading,https://www.poynter.org/?ifcn_misinformation=as-the-us-government-moved-to-approve-a-2-trillion-stimulus-package-to-address-the-impact-of-the-novel-coronavirus-outbreak-a-short-block-of-text-outlining-canadas-alleged-response-to-the-o
"2019 coronavirus can live for “up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",MOSTLY TRUE,https://www.poynter.org/?ifcn_misinformation=2019-coronavirus-can-live-for-up-to-3-hours-in-the-air-up-to-4-hours-on-copper-up-to-24-hours-on-cardboard-up-to-3-days-on-plastic-and-stainless-steel
Chinese intelligence officer terms the Novel coronavirus as a biological weapon invented by China.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-intelligence-officer-terms-the-novel-coronavirus-as-a-biological-weapon-invented-by-china
"New coronavirus can survive 9 days on the road; you should keep your shoes out, a doctor from Milan says.",FALSE,https://www.poynter.org/?ifcn_misinformation=new-coronavirus-can-survive-9-days-on-the-road-you-should-keep-your-shoes-out-a-doctor-from-milan-says
"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that’s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",FALSE,https://www.poynter.org/?ifcn_misinformation=china-is-to-blame-because-the-culture-where-people-eat-bats-and-snakes-and-dogs-and-things-like-that-these-viruses-are-transmitted-from-the-animal-to-the-people-and-thats-why-china-has-been
Coronavirus phase 4 involves war code.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-phase-4-involves-war-code
Worst affected countries for coronavirus are along the same latitude.,FALSE,https://www.poynter.org/?ifcn_misinformation=worst-affected-countries-for-coronavirus-are-along-the-same-latitude
Helicopters of the Argentine Air Force will spray disinfectant against the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=helicopters-of-the-argentine-air-force-will-spray-disinfectant-against-the-coronavirus
"COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump.",FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-no-worse-than-other-outbreaks-that-have-occurred-in-every-election-year-suggesting-that-the-new-coronavirus-is-being-hyped-to-hurt-president-donald-tru
Novel The Eye of Darkness Predicts Corona as Biological Weapon from China,FALSE,https://www.poynter.org/?ifcn_misinformation=novel-the-eye-of-darkness-predicts-corona-as-biological-weapon-from-china
"A message shared on WhatsApp and Facebook claims that 15 coronavirus cases were linked to Burnaby’s Metrotown mall, in the western Canadian province of British Columbia.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-message-shared-on-whatsapp-and-facebook-claims-that-15-coronavirus-cases-were-linked-to-burnabys-metrotown-mall-in-the-western-canadian-province-of-british-columbia
Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train.,Misleading,https://www.poynter.org/?ifcn_misinformation=claim-that-an-american-soldier-was-intentionally-spreading-the-novel-coronavirus-in-wuhan-during-the-seventh-cism-military-world-games-in-october-2019-with-a-video-clip-of-a-man-purportedly-smearing-s
Clorox Already Knew About coronavirus And coronavirus Isn’t New Virus.,Misleading,https://www.poynter.org/?ifcn_misinformation=clorox-already-knew-about-coronavirus-and-coronavirus-isnt-new-virus
"A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-fire-erupting-inside-a-vehicle-has-been-viewed-hundreds-of-times-on-facebook-twitter-and-on-messaging-app-line-in-march-2020-alongside-a-claim-it-shows-an-explosion-that-was-sparked-by-a
Five Helicopters will spray disinfectants into the air to eradicate the coronaviruses.,FALSE,https://www.poynter.org/?ifcn_misinformation=five-helicopters-will-spray-disinfectants-into-the-air-to-eradicate-the-coronaviruses
Stopping breathing for 10 seconds will help you detect the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=stopping-breathing-for-10-seconds-will-help-you-detect-the-coronavirus
"This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=this-video-shows-a-brawl-this-week-which-took-place-in-a-supermarket-in-aubervilliers-in-france-because-of-coronavirus
Helicopters are going to spread ‘medicines’ againts the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=helicopters-are-going-to-spread-medicines-againts-the-coronavirus
"The Social Security System (SSS) in the Philippines “approved financial aid worth P20,000 for every member,” to assist those affected by the novel coronavirus pandemic.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-social-security-system-sss-in-the-philippines-approved-financial-aid-worth-p20000-for-every-member-to-assist-those-affected-by-the-novel-coronavirus-pandemic
Claim that the coronavirus was created and patented in a French institute (Institut Pasteur).,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-the-coronavirus-was-created-and-patented-in-a-french-institute-institut-pasteur
A photo shows coffins of people who died because of coronavirus in Italy – it shows that the virus is dangerous and you should stay inside.,Mostly false,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-coffins-of-people-who-died-because-of-coronavirus-in-italy-it-shows-that-the-virus-is-dangerous-and-you-should-stay-inside
China has successfully tested an anti-coronavirus serum made in Egypt and presented in Beijing by the Egyptian Minister of Health.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-has-successfully-tested-an-anti-coronavirus-serum-made-in-egypt-and-presented-in-beijing-by-the-egyptian-minister-of-health
Kitchen foods plus morning sunshine can prevent and cure coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=kitchen-foods-plus-morning-sunshine-can-prevent-and-cure-coronavirus
5G Technology Believed To Have Caused coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-believed-to-have-caused-coronavirus
“coronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace”.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-victims-are-buried-in-the-morning-this-wednesday-in-italy-rest-in-peace
People with A-blood type are more prone to get coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=people-with-a-blood-type-are-more-prone-to-get-coronavirus
France has suspended payment of rent and taxes for citizens due to coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=france-has-suspended-payment-of-rent-and-taxes-for-citizens-due-to-coronavirus-crisis
"A claim that all fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus has been shared in multiple posts on Facebook, WhatsApp and Twitter.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-claim-that-all-fruit-and-vegetable-markets-in-the-indian-city-of-chennai-and-across-the-state-of-tamil-nadu-have-been-ordered-to-close-in-an-effort-to-curb-the-spread-of-the-novel-coronavirus-has-be
Egyptian doctor has invented a fluid to treat coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=egyptian-doctor-has-invented-a-fluid-to-treat-coronavirus
"As coronavirus outbreak surges, PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the ‘Swacch Bharat’ scheme.",FALSE,https://www.poynter.org/?ifcn_misinformation=as-coronavirus-outbreak-surges-pm-narendra-modi-has-decided-to-facilitate-fellow-countrymen-with-free-masks-under-the-swacch-bharat-scheme
Some of Madrid hospitals close because they are “too full” because of the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=some-of-madrid-hospitals-close-because-they-are-too-full-because-of-the-coronavirus
Coronavirus patients develop lung fibrosis but you can diagnose holding your breath.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-develop-lung-fibrosis-but-you-can-diagnose-holding-your-breath
Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff.,FALSE,https://www.poynter.org/?ifcn_misinformation=football-player-cristiano-ronaldo-turned-all-his-hotels-into-hospitals-to-help-coronavirus-patients-and-is-paying-doctors-and-the-staff
"After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India.",FALSE,https://www.poynter.org/?ifcn_misinformation=after-husband-tested-positive-for-coronavirus-wife-fled-from-bangalore-to-agra-in-india
Ibuprofen enhances the coronavirus.,Unsustainable,https://www.poynter.org/?ifcn_misinformation=ibuprofen-enhances-the-coronavirus
Cristiano Ronaldo Turns Hotel into Hospital for Corona,FALSE,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-turns-hotel-into-hospital-for-corona
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar.,Mostly false,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-can-be-eliminated-by-drinking-lots-of-water-and-gargling-with-warm-water-mixed-with-salt-or-vinegar
Chine finds a vaccine for the new coronavirus.,False,https://www.poynter.org/?ifcn_misinformation=chine-finds-a-vaccine-for-the-new-coronavirus
Brazilian singer Preta Gil was singing in a carnival “bloco” while infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-singer-preta-gil-was-singing-in-a-carnival-bloco-while-infected-with-coronavirus
Although Germany closes its borders refugees and migrants may still come in and they will not be medically checked for coronavirus.,Partially false,https://www.poynter.org/?ifcn_misinformation=although-germany-closes-its-borders-refugees-and-migrants-may-still-come-in-and-they-will-not-be-medically-checked-for-coronavirus
Three thousand Ecuadorians are infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=three-thousand-ecuadorians-are-infected-with-coronavirus
Claim that Russian supermarkets are imposing pre-filled trolleys with basic food in the midst of the coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-russian-supermarkets-are-imposing-pre-filled-trolleys-with-basic-food-in-the-midst-of-the-coronavirus-crisis
Coronavirus will not be covered by private health insurance in Ecuador.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-will-not-be-covered-by-private-health-insurance-in-ecuador
Drinking water every 15 mins will protect people from coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-water-every-15-mins-will-protect-people-from-coronavirus
Tips for the new coronavirus: holding breath and drinking water.,FALSE,https://www.poynter.org/?ifcn_misinformation=tips-for-the-new-coronavirus-holding-breath-and-drinking-water
"A “Spanish biological researcher” saying “You give the footballer €1 million euros a month &amp; a biological researcher €1,800 per month, and you are now looking for a Coronavirus treatment. Go to Cristiano Ronaldo or Messi &amp; they will get you a cure.” A quote published with a photo of this so-called “spanish biological researcher”.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-spanish-biological-researcher-saying-you-give-the-footballer-e1-million-euros-a-month-a-biological-researcher-e1800-per-month-and-you-are-now-looking-for-a-coronavirus-treatment-go-to-cristi
This viral image of people lying on the street is related to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-viral-image-of-people-lying-on-the-street-is-related-to-coronavirus
Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-lukewarm-water-mixed-with-salt-vinegar-will-remove-coronavirus
China finds a vaccine for the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-finds-a-vaccine-for-the-new-coronavirus
Gargling with warm water and salt removes the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-water-and-salt-removes-the-coronavirus
A photo showing coffins and describing them as coffins of people who died because of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-showing-coffins-and-describing-them-as-coffins-of-people-who-died-because-of-coronavirus
Coronil drops can help cure coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=coronil-drops-can-help-cure-coronavirus
"A graphic has been shared in multiple posts on Facebook alongside a claim it contains a quote from Philippine Vice President Leni Robredo that bats are the “enemy” in the novel coronavirus pandemic. The graphic is attributed to Inquirer.net, a Philippine media outlet.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-graphic-has-been-shared-in-multiple-posts-on-facebook-alongside-a-claim-it-contains-a-quote-from-philippine-vice-president-leni-robredo-that-bats-are-the-enemy-in-the-novel-coronavirus-pandemic-t
Medical University in Vienna has published a study regarding ibuprofen and coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-university-in-vienna-has-published-a-study-regarding-ibuprofen-and-coronavirus
15 minutes in a sauna will kill the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=15-minutes-in-a-sauna-will-kill-the-coronavirus
A flyer said to offer official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the US state of Oregon is being shared on Facebook.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-flyer-said-to-offer-official-advice-about-the-novel-coronavirus-from-a-veterans-affairs-va-healthcare-system-in-the-us-state-of-oregon-is-being-shared-on-facebook
An image shows “Spanish biologist” who claimed that footballers which earn millions of euros should research the cure for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-shows-spanish-biologist-who-claimed-that-footballers-which-earn-millions-of-euros-should-research-the-cure-for-coronavirus
5000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government.,FALSE,https://www.poynter.org/?ifcn_misinformation=5000-million-rupees-fund-allocated-by-telangana-cm-kcr-for-coronavirus-prevention-is-entirely-funded-by-central-government
Eating bananas prevents coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=eating-bananas-prevents-coronavirus
Police have “free entry into houses and buildings” in Malaga to identify possible coronavirus infected people.,FALSE,https://www.poynter.org/?ifcn_misinformation=police-have-free-entry-into-houses-and-buildings-in-malaga-to-identify-possible-coronavirus-infected-people
It is advisable to leave outside the shoes used on the street to prevent coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-advisable-to-leave-outside-the-shoes-used-on-the-street-to-prevent-coronavirus
Police asked shops selling alcohol to restrict opening hours on St Patrick’s Day to lower the risk of house parties where coronavirus could be spread.,Misleading,https://www.poynter.org/?ifcn_misinformation=police-asked-shops-selling-alcohol-to-restrict-opening-hours-on-st-patricks-day-to-lower-the-risk-of-house-parties-where-coronavirus-could-be-spread
Sweden has stopped fighting against the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=sweden-has-stopped-fighting-against-the-new-coronavirus
Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=oman-is-releasing-pesticides-in-the-air-through-helicopters-to-eliminate-coronavirus
Italy has mandated no treatment of all elderly patients for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=italy-has-mandated-no-treatment-of-all-elderly-patients-for-coronavirus
Niño Jesús hospital is now “clean” of coronavirus to take care of children and young people in Madrid.,FALSE,https://www.poynter.org/?ifcn_misinformation=nino-jesus-hospital-is-now-clean-of-coronavirus-to-take-care-of-children-and-young-people-in-madrid
"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",FALSE,https://www.poynter.org/?ifcn_misinformation=all-us-citizens-are-entitled-to-700-usd-per-week-to-stay-at-home-to-avoid-the-spread-of-covid-19-novel-coronavirus-starting-from-march-17
"Coronavirus patients were being arrested in Punjab, India.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-were-being-arrested-in-punjab-india
All U.S. Citizens Are Entitled To $700 Per Week To Stay At Home To Avoid Spread Of coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=all-u-s-citizens-are-entitled-to-700-per-week-to-stay-at-home-to-avoid-spread-of-coronavirus
Here are the measures that Mercadona will implement due to the coronavirus crisis.,FALSE,https://www.poynter.org/?ifcn_misinformation=here-are-the-measures-that-mercadona-will-implement-due-to-the-coronavirus-crisis
A dog vaccine can be used against coronavirus in people.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-dog-vaccine-can-be-used-against-coronavirus-in-people
